2047,1082047,1102047,1012047,1062047,1042047,1032047,1052047,1022047,1072047,1002047|0|13621.0
19335,10319335,10419335|1|5948.0
1123|2|5826.0
11215|3|5034.0
20081,10020081|4|4772.0
2050,1002050,1012050|5|4708.0
4053,1034053|6|5103.0
1001,1001001,1011001|7|4246.0
1002030,1102047|8|5606.0
14412,10014412,10114412|9|3334.0
1077|10|2858.0
11282,10011282,10511282,10611282,10211282,10311282|11|4374.0
1145|12|2765.0
1082047|13|2546.0
19334,10019334|14|2759.0
2010|15|2455.0
18371,10018371|16|2333.0
18372|17|2164.0
9152|18|2058.0
1102047|19|2045.0
19336|20|1561.0
1053,1001053|21|1680.0
11297|22|1527.0
19296|23|1454.0
11291|24|1444.0
1033|25|1434.0
4582|26|1345.0
1012047|27|1279.0
11165|28|1248.0
11124|29|1208.0
4513|30|1123.0
1017|31|1067.0
19165,10019165|32|1108.0
1002014|33|991.0
9160|34|986.0
2025|35|982.0
2044,1002044|36|1011.0
11529,10311529,10111529,10211529,10411529|37|1586.0
11216,10011216,10111216|38|905.0
9156|39|872.0
10011282|40|844.0
1056|41|827.0
19911|42|827.0
2027,1022027,1032027|43|1135.0
1022020|44|796.0
11143|45|794.0
11821,10211821,10011821,10311821|46|1033.0
20027|47|758.0
1032009|48|754.0
2049|49|748.0
10123,10310123,10210123|50|772.0
8120|51|695.0
9040|52|688.0
12142,10012142|53|696.0
2009,1022009,1072009|54|697.0
2031|55|653.0
9037|56|641.0
1034053|57|639.0
10011693|58|619.0
4047|59|615.0
1124|60|607.0
1002046|61|605.0
12155|62|603.0
1125|63|599.0
1230|64|586.0
11979|65|577.0
10511282|66|573.0
11260|67|566.0
16124,10216124,10016124|68|624.0
4025|69|558.0
10019146|70|532.0
11477,10011477|71|529.0
6194,1016194|72|524.0
9316|73|517.0
11677,10011677|74|514.0
10019903|75|506.0
1055062|76|498.0
9003,1029003,1009003,1019003,1039003|77|735.0
2048,1002048|78|485.0
2021|79|468.0
6615,1006615|80|535.0
2064|81|466.0
2004,1002004|82|486.0
9206,1009206|83|477.0
2028,1012028,1002028|84|752.0
12061,10012061|85|550.0
2069,1012069,1002069|86|483.0
1256,1001256|87|598.0
11424|88|427.0
11333,10111333|89|468.0
19903,10419903,10219903,10119903|90|470.0
1001009|91|397.0
18079|92|393.0
15152|93|389.0
11362,10211362,10111362|94|483.0
6971|95|384.0
18375,10118375,10218375|96|440.0
9150,1009150|97|408.0
4058,1004058|98|390.0
9216,1009216|99|375.0
14106,10114106,10214106,10014106|100|429.0
1019|101|355.0
10011457|102|353.0
10014412|103|350.0
9050,1009050|104|351.0
6168,1016168,1006168|105|521.0
11887|106|338.0
5062,1045062,1015062,1025062|107|482.0
11549,10111549,10011549|108|475.0
11507,10011507|109|324.0
93607|110|317.0
4615|111|317.0
6172,1006172|112|320.0
11819,10011819|113|332.0
11206|114|310.0
2012|115|309.0
16098,10116098,10016098|116|588.0
11156|117|298.0
9159|118|297.0
1022053|119|297.0
10023572|120|297.0
1049|121|297.0
6970,1006970,1016970|122|354.0
2042,1012042,1022042|123|317.0
1022068|124|294.0
1009,1031009,1041009,1011009,1021009|125|680.0
19350|126|291.0
11304|127|291.0
10311529|128|288.0
2026,1002026|129|292.0
11457|130|285.0
2011,1002011|131|297.0
1026,1001026,1011026|132|581.0
2053,1032053,1002053,1012053,1042053|133|319.0
12104|134|274.0
93740|135|272.0
20080,10020080|136|429.0
12023,10012023|137|299.0
16018|138|267.0
10116098|139|266.0
2063|140|262.0
12118|141|261.0
6150|142|255.0
10019334|143|254.0
1159|144|250.0
1031009|145|247.0
2001,1002001|146|264.0
9079|147|247.0
9302|148|245.0
2045|149|245.0
10018079|150|244.0
18064|151|243.0
1001026|152|239.0
9299|153|236.0
1002035|154|235.0
2043|155|233.0
9236|156|231.0
11233,10011233|157|238.0
11935|158|227.0
2038,1002038|159|270.0
10711111|160|225.0
9019|161|225.0
2036|162|224.0
1085|163|223.0
1029003|164|222.0
19304|165|222.0
11959|166|221.0
1002050|167|221.0
1012028|168|218.0
15076,10015076|169|221.0
1001025|170|217.0
6164|171|215.0
1022027|172|215.0
11485,10011485,10111485|173|240.0
1095|174|213.0
1116|175|213.0
19116,10119116,10019116|176|218.0
9266|177|209.0
20420,11420420,11120420,10720420,10620420,11320420,10920420,10120420,11020420,10020420,11220420,10520420,10820420,11520420,11620420,12020420,12320420|178|741.0
35137|179|208.0
16424,10016424|180|207.0
1002068|181|204.0
2046,1012046|182|323.0
11353|183|201.0
11011,10011011|184|202.0
19081|185|199.0
20035|186|197.0
19912|187|196.0
2003|188|196.0
11294|189|191.0
9176,1019176|190|191.0
1009159|191|189.0
11167|192|188.0
10020129|193|188.0
1025006|194|185.0
10211821|195|185.0
2015|196|183.0
9070|197|181.0
18334|198|180.0
11090,10011090|199|319.0
1002024|200|176.0
93747|201|176.0
1001001|202|176.0
93831|203|175.0
21052,10021052|204|191.0
1036|205|172.0
14209|206|172.0
10019071|207|171.0
11109|208|170.0
1016168|209|170.0
1001256|210|170.0
11135,10011135|211|213.0
9078|212|169.0
10218364|213|169.0
19904,10019904|214|216.0
12147|215|168.0
9200,1009200,1019200|216|186.0
11252,10011252|217|172.0
11246,10011246|218|165.0
10019087|219|164.0
10111529|220|164.0
12220,10012220,10112220|221|226.0
10611282|222|163.0
11951|223|162.0
19095|224|158.0
93645,10093645|225|170.0
93622|226|158.0
10020080|227|157.0
93628|228|157.0
6179|229|156.0
18373|230|154.0
16058|231|152.0
11632|232|152.0
12087|233|151.0
14037|234|149.0
1054|235|149.0
18363|236|148.0
10111251|237|147.0
11209,10011209|238|155.0
6008,1006008|239|147.0
12117|240|144.0
43274|241|143.0
10011090|242|143.0
2054|243|142.0
11266|244|142.0
10018617|245|142.0
23557|246|140.0
42135|247|139.0
12108,10012108|248|240.0
31015|249|138.0
18337|250|137.0
10018166|251|137.0
11916|252|136.0
11052,10011052|253|138.0
2006|254|134.0
5348|255|133.0
12006|256|133.0
9252,1009252|257|141.0
20444,10220444,10020444,10120444|258|304.0
5112|259|132.0
12195|260|131.0
10120129|261|130.0
10220445|262|130.0
16033|263|130.0
1174|264|130.0
11955|265|129.0
10014037|266|129.0
11172|267|129.0
1001053|268|128.0
1002010|269|128.0
1022030|270|127.0
1214|271|127.0
19078|272|127.0
10011355|273|127.0
5662|274|126.0
19177,10019177|275|126.0
9087|276|124.0
1012046|277|120.0
10020081|278|120.0
14006,10014006|279|136.0
2029|280|120.0
19125|281|120.0
11098|282|119.0
12151|283|119.0
19364|284|118.0
19056,10019056|285|124.0
1038|286|118.0
93828|287|117.0
10211529|288|117.0
11080,10011080,10111080|289|126.0
11583,10111583|290|115.0
2014|291|113.0
1028,1001028|292|126.0
1040|293|111.0
18617,10218617,10118617|294|116.0
10411529|295|111.0
93698|296|110.0
14096|297|110.0
93696|298|110.0
1009195|299|108.0
9042|300|107.0
10014214|301|106.0
2041|302|106.0
2033|303|105.0
12120|304|105.0
5096,1005096|305|111.0
20137|306|104.0
11168,10011168|307|111.0
10012061|308|104.0
14051|309|103.0
16015|310|103.0
12698|311|102.0
1004,1001004|312|125.0
10012108|313|102.0
1059195|314|101.0
1062047|315|101.0
19908|316|101.0
1023|317|101.0
11420420|318|101.0
19087|319|99.0
1022050|320|99.0
93824|321|99.0
2073|322|99.0
19074|323|99.0
18033|324|99.0
10111549|325|98.0
20129|326|97.0
16091|327|97.0
20040,10020040|328|105.0
9195,1029195,1019195,1039195|329|168.0
19206|330|96.0
9297|331|96.0
98940|332|95.0
16057|333|95.0
1032027|334|95.0
14121|335|95.0
10220444|336|94.0
11913|337|93.0
99009|338|93.0
1200|339|93.0
1025|340|92.0
10151,10010151|341|134.0
11957|342|90.0
93610|343|90.0
19157|344|89.0
10211362|345|89.0
1009054|346|89.0
11641,10111641|347|92.0
19150,10019150|348|90.0
1045062|349|88.0
1009016|350|88.0
9273|351|87.0
20132|352|86.0
93663|353|86.0
4042|354|86.0
18075|355|85.0
1035|356|85.0
8402|357|85.0
18350|358|84.0
93820|359|84.0
10219,10010219|360|117.0
1017063|361|83.0
2024|362|83.0
9132,1009132|363|86.0
18137|364|82.0
5165|365|82.0
16092|366|82.0
93644|367|82.0
11429,10011429|368|82.0
12135|369|81.0
1002028|370|80.0
1001056|371|79.0
14214|372|79.0
10010123|373|79.0
6170|374|79.0
9286|375|78.0
18069|376|78.0
1042047|377|77.0
7036,1007036|378|78.0
98849|379|77.0
10019165|380|77.0
1041009|381|77.0
10111205|382|76.0
4517|383|76.0
10814037|384|76.0
2032|385|76.0
10011333|386|76.0
10114037|387|76.0
4584|388|76.0
11120420|389|75.0
23232|390|74.0
4641|391|74.0
7057|392|74.0
16069,10016069|393|130.0
93620,10093620|394|86.0
1118|395|73.0
9016,1019016|396|105.0
6175|397|72.0
93813|398|72.0
16162,10016162|399|120.0
93605,10093605,10193605|400|76.0
20003|401|71.0
7063,1007063|402|113.0
11352,10111352,10011352|403|90.0
18009|404|70.0
18364,10118364,10018364|405|90.0
93618|406|69.0
6016|407|69.0
1006615|408|68.0
11463|409|68.0
93626|410|68.0
2018|411|68.0
9421|412|68.0
93632|413|68.0
5100,1005100|414|70.0
90480|415|68.0
9307|416|67.0
18413,10018413|417|75.0
1011053|418|67.0
10218|419|67.0
1011026|420|66.0
11112|421|66.0
6599|422|66.0
12179|423|65.0
9431|424|65.0
43479|425|65.0
10010062|426|65.0
18376|427|64.0
11531,10011531|428|85.0
12036|429|64.0
19047,10119047,10019047|430|79.0
14097|431|64.0
18029,10118029,10018029|432|148.0
4639|433|62.0
10720420|434|62.0
18621,10018621|435|71.0
20133|436|61.0
19297,10719297,10819297,11519297,10419297,11319297,10619297,10019297,10119297,10319297,10519297,10219297,11219297,11019297,11419297|437|225.0
4073,1004073|438|62.0
9032|439|61.0
20409|440|61.0
12115|441|61.0
10620420|442|61.0
12109|443|61.0
11422|444|60.0
11147|445|60.0
11298|446|60.0
20061,10020061|447|76.0
7019,1007019|448|62.0
1006|449|60.0
1129|450|60.0
10016051|451|59.0
1032028|452|59.0
1015062|453|59.0
10020052|454|59.0
6176|455|59.0
8066|456|59.0
6147|457|58.0
16150|458|58.0
10216124|459|58.0
18632|460|57.0
23572|461|57.0
20090|462|57.0
10016069|463|57.0
9326|464|57.0
11670|465|57.0
10862|466|56.0
14084|467|56.0
10011821|468|56.0
10111333|469|56.0
1002055|470|56.0
20041,10020041|471|57.0
1012068|472|56.0
10118375|473|56.0
1251|474|55.0
11265|475|55.0
98848|476|55.0
10011549|477|55.0
11413|478|55.0
16235|479|55.0
10514037|480|54.0
