9354,1029354,1039354,1009354,1019354|481|129.0
1012024|482|54.0
23657|483|54.0
9328|484|54.0
10018368|485|54.0
93749|486|54.0
1052009|487|54.0
2013|488|53.0
13786|489|53.0
93759|490|53.0
1029354|491|52.0
9442|492|52.0
10310123|493|52.0
10120499|494|52.0
9148|495|52.0
10020444|496|51.0
1029195|497|51.0
93690|498|51.0
11300,10011300|499|100.0
11977|500|51.0
9081|501|51.0
10419903|502|51.0
4114|503|51.0
5091,1005091|504|87.0
1253|505|50.0
10012014|506|50.0
1006970|507|50.0
18338|508|50.0
11238,10011238|509|64.0
1179|510|50.0
11212|511|49.0
93695,10093695|512|50.0
6972|513|49.0
5696,1005696|514|52.0
16034,10016034,10116034,10216034|515|72.0
93623|516|49.0
10016162|517|49.0
1020|518|49.0
11547|519|49.0
10118192|520|49.0
11960|521|49.0
10011300|522|49.0
8121|523|48.0
11320420|524|48.0
10225,10010225|525|54.0
19383,10019383|526|53.0
10019904|527|48.0
99186|528|48.0
10019230|529|47.0
20499|530|47.0
93746|531|47.0
19184|532|47.0
93830|533|47.0
10118029|534|47.0
98857|535|47.0
19719|536|47.0
10116124|537|47.0
18144|538|47.0
16112,10116112,10216112,10016112|539|64.0
9279|540|46.0
10920420|541|46.0
12131|542|46.0
93630|543|46.0
93822|544|45.0
2017|545|45.0
16202|546|45.0
1002044|547|45.0
10719297|548|45.0
1011004|549|45.0
1011|550|45.0
99033|551|45.0
10013411|552|45.0
1012002|553|45.0
18609|554|44.0
10010151|555|44.0
12014|556|44.0
9089|557|44.0
10011135|558|44.0
1228|559|44.0
10410123|560|44.0
93716|561|44.0
14181|562|44.0
93733|563|43.0
1012|564|43.0
6112|565|43.0
10811111|566|43.0
14052,10014052|567|48.0
1002038|568|43.0
11043|569|42.0
1007063|570|42.0
15001|571|42.0
11954|572|42.0
7214|573|42.0
2037|574|42.0
2007|575|42.0
10819297|576|42.0
18010|577|42.0
4609|578|42.0
1119,1001119|579|54.0
15015|580|41.0
1001168|581|41.0
15119|582|41.0
98962|583|40.0
9021|584|40.0
5332|585|40.0
1001033|586|40.0
12119|587|40.0
16158|588|40.0
93770|589|40.0
1009037|590|40.0
10028033|591|40.0
9085|592|39.0
1117|593|39.0
19003|594|39.0
11972|595|39.0
10115261|596|39.0
93762|597|39.0
10012220|598|39.0
20028,10020028|599|56.0
19070|600|39.0
12062,10012062|601|45.0
11177|602|39.0
7955|603|38.0
23584|604|38.0
6973,1016973|605|60.0
10018029|606|38.0
1001019|607|38.0
19332|608|38.0
4135|609|38.0
27028|610|38.0
2023|611|38.0
93668|612|37.0
8065|613|37.0
11250,10011250|614|57.0
19034|615|37.0
12311111|616|37.0
11492|617|37.0
16051|618|37.0
1052034|619|37.0
1006972|620|37.0
11284|621|37.0
11591|622|37.0
1012030|623|36.0
1011009|624|36.0
93651|625|36.0
11390|626|36.0
93713|627|36.0
10011937|628|36.0
1022009|629|36.0
1005091|630|36.0
1002002|631|36.0
1005006|632|36.0
14132|633|36.0
99084|634|36.0
8029,1008029|635|42.0
10111111|636|35.0
10011970|637|35.0
5006,1015006|638|46.0
15261,10015261|639|38.0
9218,1019218|640|43.0
19314|641|35.0
93751|642|34.0
93619|643|34.0
10010219|644|34.0
10093741|645|34.0
6984|646|34.0
1037|647|34.0
98858|648|34.0
98878|649|34.0
6979|650|34.0
18087|651|34.0
1226|652|34.0
1088|653|34.0
4673|654|33.0
2034,1022034,1012034,1032034,1072034,1002034,1062034|655|80.0
10114106|656|33.0
11590|657|33.0
10093727|658|33.0
1057|659|33.0
4581|660|33.0
11943|661|33.0
98926|662|33.0
93602|663|33.0
1019016|664|33.0
1012069|665|32.0
93627|666|32.0
16157|667|32.0
15077|668|32.0
93653|669|32.0
16044|670|32.0
93823|671|32.0
1032047|672|32.0
11482|673|31.0
20005|674|31.0
10214106|675|31.0
8020,1008020|676|34.0
1090|677|31.0
18139|678|31.0
7071|679|31.0
10012023|680|31.0
10110219|681|31.0
20078|682|31.0
10019348|683|31.0
93604|684|31.0
1009150|685|30.0
99076|686|30.0
9426|687|30.0
14355,10014355|688|34.0
11956|689|30.0
19303|690|30.0
93701,10193701|691|32.0
99040|692|30.0
20012|693|30.0
10119334|694|30.0
1052047|695|30.0
10042040|696|29.0
1016|697|29.0
10015136|698|29.0
10062|699|29.0
1022|700|29.0
1002020|701|29.0
98998|702|29.0
93775|703|29.0
10011109|704|29.0
10120420|705|29.0
10020409|706|29.0
10013147|707|29.0
10072|708|29.0
11020420|709|29.0
10011167|710|28.0
10019908|711|28.0
8212|712|28.0
4703|713|28.0
1021009|714|28.0
43016|715|28.0
93829|716|28.0
18133|717|27.0
10018350|718|27.0
11007|719|27.0
2005|720|27.0
9112,1009112|721|31.0
19312|722|27.0
10120444|723|27.0
10118371|724|26.0
10118368|725|26.0
18353,10018353|726|27.0
93636|727|26.0
20421,11420421,10620421,10920421,11120421,10720421,10020421,11320421,10120421,10520421,10220421|728|80.0
10020420|729|26.0
10414037|730|26.0
28027|731|26.0
18172|732|26.0
10012142|733|26.0
11886|734|26.0
23625|735|26.0
16043|736|26.0
10118157|737|26.0
15164|738|26.0
1001223|739|25.0
21118|740|25.0
10084|741|25.0
93764|742|25.0
14534,10014534,10314534,10414534,10114534|743|100.0
43382|744|25.0
4574|745|25.0
11564|746|25.0
10115136|747|25.0
19294|748|25.0
10018099|749|25.0
98970|750|25.0
9202|751|25.0
11278|752|25.0
1032035|753|25.0
10112220|754|24.0
18439|755|24.0
93674|756|24.0
19411|757|24.0
11603|758|24.0
93677|759|24.0
14144|760|24.0
1002006|761|24.0
5075|762|24.0
93743|763|24.0
11980|764|24.0
93817|765|24.0
10014534|766|24.0
1022034|767|24.0
10314534|768|24.0
10011268|769|24.0
1032053|770|24.0
20581|771|23.0
11976|772|23.0
12211111|773|23.0
11519297|774|23.0
1001004|775|23.0
16090|776|23.0
10114057|777|23.0
12511111|778|23.0
11141|779|23.0
11944|780|23.0
18942|781|23.0
14210|782|23.0
10414534|783|23.0
10018192|784|23.0
98929|785|23.0
11962|786|23.0
16161|787|22.0
99025|788|22.0
16063,10016063|789|36.0
11213|790|22.0
10219172|791|22.0
6094|792|22.0
20114|793|22.0
20019|794|22.0
10716050|795|22.0
1016973|796|22.0
93606|797|22.0
10111282|798|22.0
12085|799|22.0
12111111|800|22.0
93834|801|22.0
14311|802|22.0
14057|803|22.0
10914037|804|22.0
5066|805|22.0
10016098|806|22.0
98928|807|22.0
11435|808|22.0
13411|809|21.0
93655|810|21.0
1192|811|21.0
9291|812|21.0
9214|813|21.0
17224,10017224|814|41.0
18081|815|21.0
10020005|816|21.0
5064|817|21.0
93742|818|21.0
13023|819|21.0
10011819|820|21.0
9191|821|21.0
1009206|822|21.0
1186|823|21.0
93773|824|21.0
98861|825|21.0
15121|826|21.0
10011531|827|21.0
23562,10023562|828|25.0
98853|829|21.0
98988|830|21.0
93675|831|21.0
4602|832|20.0
93748|833|20.0
23167|834|20.0
93709|835|20.0
10011250|836|20.0
2035,1022035|837|38.0
10093624|838|20.0
1002011|839|20.0
11426|840|20.0
14197|841|20.0
10017224|842|20.0
98887|843|20.0
20088|844|20.0
10011529|845|20.0
93625|846|20.0
7259|847|20.0
14136|848|20.0
1002004|849|20.0
11028|850|19.0
10411111|851|19.0
43015|852|19.0
10011485|853|19.0
7064|854|19.0
10111352|855|19.0
93633|856|19.0
1031|857|19.0
18082|858|19.0
15157,10015157|859|31.0
10015172|860|19.0
10983|861|19.0
2068|862|19.0
93811|863|19.0
10035137|864|19.0
99001|865|19.0
1002031|866|19.0
18242|867|19.0
98859|868|19.0
1052|869|19.0
18423|870|18.0
11952|871|18.0
10204,10010204,10110204|872|28.0
10211962|873|18.0
18945|874|18.0
93652|875|18.0
18022|876|18.0
2022|877|18.0
10958|878|18.0
15147,10115147,10015147|879|33.0
1022035|880|18.0
99011|881|18.0
93772|882|18.0
19349|883|18.0
10130|884|18.0
10011632|885|18.0
10020124|886|18.0
9094|887|18.0
1012042|888|18.0
10036|889|18.0
17013|890|18.0
4014|891|18.0
42193|892|18.0
93818|893|18.0
15036|894|18.0
27027|895|18.0
1022047|896|18.0
10016034|897|17.0
98846|898|17.0
93784|899|17.0
10019868|900|17.0
19270|901|17.0
11439|902|17.0
1014053|903|17.0
7919|904|17.0
93669|905|17.0
1042035|906|17.0
20033|907|17.0
1002001|908|17.0
14157|909|17.0
11161|910|17.0
10014136|911|17.0
11116|912|17.0
93838|913|17.0
10021052|914|17.0
10060|915|17.0
10020028|916|17.0
19348|917|17.0
18088|918|17.0
99182|919|17.0
6997|920|16.0
6159|921|16.0
10043155|922|16.0
7916|923|16.0
25002|924|16.0
6963|925|16.0
10020061|926|16.0
93765|927|16.0
4528|928|16.0
1199|929|16.0
93821|930|16.0
10014006|931|16.0
1004058|932|16.0
10242040|933|16.0
14400|934|16.0
14187|935|16.0
10011251|936|16.0
11220420|937|16.0
14146|938|15.0
20648|939|15.0
15117,10015117|940|16.0
10516050|941|15.0
18060|942|15.0
10093715|943|15.0
6010|944|15.0
10005|945|15.0
20008|946|15.0
19226|947|15.0
93745|948|15.0
1030|949|15.0
12088|950|15.0
1039354|951|15.0
1049195|952|15.0
16026|953|15.0
6480|954|15.0
10019151|955|15.0
20004|956|15.0
18351,10018351|957|16.0
11533|958|15.0
93646|959|15.0
1067|960|15.0
19127|961|15.0
18166|962|15.0
11398|963|15.0
16009|964|15.0
19230|965|15.0
18408|966|15.0
16070,10016070,10216070|967|18.0
6080,1006080,1016080|968|27.0
18205|969|15.0
1001028|970|14.0
43112|971|14.0
10149|972|14.0
11945|973|14.0
11446|974|14.0
11885,10011885|975|16.0
93816|976|14.0
93721|977|14.0
20048,10020048|978|27.0
16025|979|14.0
11987,10011987|980|16.0
18228,10018228|981|15.0
93650|982|14.0
93832|983|14.0
1223|984|14.0
99169|985|14.0
18023|986|14.0
12098|987|14.0
93686|988|14.0
13926,10013926|989|19.0
4055|990|14.0
10011238|991|14.0
10018338|992|14.0
11445|993|14.0
11355|994|14.0
1009003|995|14.0
18070|996|14.0
10016063|997|14.0
93833|998|13.0
9277|999|13.0
99063|1000|13.0
6038|1001|13.0
42130|1002|13.0
18292,10018292|1003|14.0
11114|1004|13.0
93637|1005|13.0
9181,1009181|1006|16.0
98860|1007|13.0
20030|1008|13.0
18047|1009|13.0
93723|1010|13.0
15010|1011|13.0
10219903|1012|13.0
20011|1013|13.0
12011111|1014|13.0
7059|1015|13.0
11420421|1016|13.0
93754,10093754|1017|22.0
48052|1018|13.0
1001119|1019|13.0
1024053|1020|13.0
2002|1021|13.0
19108|1022|13.0
10093620|1023|13.0
4511|1024|13.0
93718|1025|13.0
11941|1026|13.0
11408|1027|13.0
99075|1028|13.0
11643,10311643,10011643|1029|22.0
10020048|1030|13.0
10018144|1031|13.0
93790|1032|13.0
2066|1033|13.0
17142|1034|13.0
18173,10018173|1035|13.0
5665|1036|12.0
93810|1037|12.0
10119172|1038|12.0
10118364|1039|12.0
42289|1040|12.0
20317|1041|12.0
6583|1042|12.0
98966,10098966|1043|13.0
5307|1044|12.0
93660|1045|12.0
20089|1046|12.0
10018210|1047|12.0
11378|1048|12.0
93807|1049|12.0
11151|1050|12.0
10116112|1051|12.0
11475|1052|12.0
10520420|1053|12.0
10015157|1054|12.0
6076,1006076,1016076,1026076|1055|27.0
7241|1056|12.0
11322|1057|12.0
10093645|1058|12.0
10119047|1059|12.0
1009200|1060|12.0
1022024|1061|12.0
12411111|1062|12.0
15141|1063|12.0
13346,10013346|1064|16.0
11741|1065|12.0
5109|1066|12.0
93648|1067|12.0
1188|1068|12.0
99046|1069|12.0
93699|1070|11.0
19106|1071|11.0
1002069|1072|11.0
8160|1073|11.0
99017|1074|11.0
1011001|1075|11.0
10015002|1076|11.0
93700|1077|11.0
10023583|1078|11.0
1012050|1079|11.0
10120124|1080|11.0
9184|1081|11.0
1072047|1082|11.0
10011547|1083|11.0
98924|1084|11.0
1168|1085|11.0
1025062|1086|11.0
11174|1087|11.0
8082,1008082|1088|21.0
2016|1089|11.0
98978|1090|11.0
98854|1091|11.0
11111111|1092|11.0
23636|1093|11.0
9412|1094|11.0
27048|1095|11.0
10031015|1096|11.0
93735|1097|11.0
18114|1098|11.0
15175|1099|11.0
1012034|1100|11.0
1006080|1101|11.0
12152|1102|11.0
1019195|1103|11.0
1009286|1104|11.0
19310|1105|11.0
98976|1106|11.0
18239|1107|11.0
1006164|1108|11.0
5166|1109|11.0
11430|1110|11.0
18360|1111|11.0
19069|1112|11.0
1015006|1113|11.0
93812|1114|11.0
10620421|1115|11.0
11001|1116|10.0
10314037|1117|10.0
43155|1118|10.0
9149|1119|10.0
10018621|1120|10.0
11527|1121|10.0
10820420|1122|10.0
9265|1123|10.0
13833|1124|10.0
11096|1125|10.0
93658|1126|10.0
18210|1127|10.0
9144|1128|10.0
18192|1129|10.0
11601|1130|10.0
23612|1131|10.0
15023|1132|10.0
98977|1133|10.0
10111819|1134|10.0
15101,10015101|1135|11.0
20400|1136|10.0
99038|1137|10.0
42304|1138|10.0
10018022|1139|10.0
19172|1140|10.0
93697|1141|10.0
1154|1142|10.0
19155|1143|10.0
15167|1144|10.0
10011080|1145|10.0
10211111|1146|10.0
10120052|1147|10.0
43020|1148|10.0
9226|1149|10.0
93755|1150|10.0
14130|1151|10.0
11264|1152|10.0
19100|1153|10.0
10018337|1154|10.0
98921|1155|10.0
1008082|1156|10.0
15114|1157|10.0
16053|1158|10.0
1006172|1159|9.0
16100|1160|9.0
16056|1161|9.0
8001|1162|9.0
1019322|1163|9.0
10020499|1164|9.0
98912|1165|9.0
99037|1166|9.0
93712|1167|9.0
98871|1168|9.0
99002|1169|9.0
1062027|1170|9.0
7013|1171|9.0
93727|1172|9.0
9099|1173|9.0
99089|1174|9.0
99184|1175|9.0
93803,10093803|1176|10.0
99021|1177|9.0
11520420|1178|9.0
10010204|1179|9.0
1016970|1180|9.0
10115147|1181|9.0
1009252|1182|9.0
99192|1183|9.0
10093754|1184|9.0
1039195|1185|9.0
10319172|1186|9.0
1009216|1187|9.0
10020066|1188|9.0
20077|1189|9.0
98917|1190|9.0
10111362|1191|9.0
28111|1192|9.0
10011990|1193|9.0
93767|1194|9.0
19169|1195|9.0
98963|1196|9.0
15172|1197|9.0
16390|1198|9.0
10920421|1199|9.0
10011233|1200|9.0
10311643|1201|8.0
17330|1202|8.0
98840|1203|8.0
18368|1204|8.0
11086|1205|8.0
20066|1206|8.0
93640|1207|8.0
10111215|1208|8.0
98945|1209|8.0
99188|1210|8.0
5027|1211|8.0
10018413|1212|8.0
98901|1213|8.0
2055|1214|8.0
10419297|1215|8.0
23617|1216|8.0
1019218|1217|8.0
10018364|1218|8.0
10011209|1219|8.0
98971|1220|8.0
10018157|1221|8.0
10911111|1222|8.0
19340|1223|8.0
10211282|1224|8.0
20410|1225|8.0
32004|1226|8.0
19170|1227|8.0
93624|1228|8.0
20124,10220124,10320124,11120124|1229|18.0
18347|1230|8.0
11270|1231|8.0
98961|1232|8.0
93634|1233|8.0
11268|1234|8.0
9135|1235|8.0
9221,1009221|1236|11.0
44158|1237|8.0
4016|1238|8.0
10014106|1239|8.0
7927|1240|8.0
10016124|1241|8.0
1022006|1242|8.0
2019|1243|8.0
6998|1244|8.0
9433|1245|8.0
10018042|1246|8.0
5139|1247|8.0
20031|1248|8.0
10023567|1249|8.0
1209|1250|8.0
99093|1251|8.0
1022028|1252|8.0
98932|1253|8.0
10020040|1254|8.0
19085|1255|8.0
98896|1256|8.0
93760|1257|8.0
93694|1258|8.0
98863|1259|8.0
18217,10018217|1260|9.0
1006076|1261|8.0
11319297|1262|8.0
93788|1263|8.0
99028|1264|8.0
99126|1265|8.0
98845|1266|8.0
93783|1267|7.0
13913|1268|7.0
10219047|1269|7.0
99047|1270|7.0
10211819|1271|7.0
19160|1272|7.0
93617|1273|7.0
93736|1274|7.0
2020|1275|7.0
93704|1276|7.0
98891|1277|7.0
18042|1278|7.0
1002042|1279|7.0
16080|1280|7.0
10614037|1281|7.0
9054|1282|7.0
98842|1283|7.0
7278|1284|7.0
10619297|1285|7.0
10011168|1286|7.0
7216|1287|7.0
10311693|1288|7.0
11257,10011257|1289|10.0
19088|1290|7.0
12611111|1291|7.0
9036|1292|7.0
11152|1293|7.0
25037|1294|7.0
98865|1295|7.0
10019297|1296|7.0
98851|1297|7.0
93710|1298|7.0
6233|1299|7.0
10019172|1300|7.0
98905|1301|7.0
1002053|1302|7.0
93706|1303|7.0
98847|1304|7.0
20064|1305|7.0
1062009|1306|7.0
1002026|1307|7.0
93613|1308|7.0
1014|1309|7.0
10093730|1310|7.0
1131|1311|7.0
98914|1312|7.0
1012023|1313|7.0
2008|1314|7.0
98852|1315|7.0
10011508|1316|7.0
99020|1317|7.0
10119297|1318|7.0
1197|1319|7.0
99024|1320|7.0
10319335|1321|7.0
93715|1322|7.0
10015004|1323|7.0
18349|1324|7.0
93656|1325|7.0
20068|1326|7.0
10111001|1327|7.0
19228|1328|7.0
10211937|1329|7.0
93680|1330|6.0
16085|1331|6.0
1005096|1332|6.0
1005057|1333|6.0
