    id    |                                                     units                                                      
 11390    | ["ounces", "packages"]
 11398    | ["", "ounces"]
 11408    | ["bags", "ounces", "servings"]
 11413    | ["ounces"]
 11416    | [""]
 11419297 | ["ounces"]
 11420420 | ["", "boxes", "inches", "loaf", "ounces", "packages", "servings"]
 11420421 | ["ounces", "packages", "servings"]
 11422    | ["", "cans", "ounces", "packages", "servings"]
 11424    | ["", "cans", "ounces", "servings"]
 11426    | ["", "ounces", "servings"]
 11429    | ["", "bunches", "inches", "leaves", "ounces", "servings", "slices"]
 11430    | ["", "ounces", "servings"]
 11435    | ["", "ounces"]
 11439    | ["ounces"]
 1144     | ["", "ounces"]
 11445    | ["", "inches", "ounces", "servings", "sheets", "strips"]
 11446    | ["", "servings", "sheets"]
 1145     | ["", "ounces", "servings", "sticks"]
 11457    | ["", "bags", "leaves", "ounces", "servings"]
 11463    | ["boxes", "ounces", "packages"]
 11475    | ["", "inches", "ounces", "servings"]
 11477    | ["", "inches", "ounces", "servings", "slices"]
 11482    | ["", "ounces"]
 11485    | ["", "bags", "ounces", "slices"]
 11489    | [""]
 11492    | ["", "ounces", "servings"]
 11503    | ["bunches"]
 11507    | ["", "bags", "ounces", "packages", "servings"]
 11508    | ["", "ounces", "servings"]
 11518    | ["", "ounces"]
 11519297 | ["", "jars", "ounces", "servings"]
 11520420 | ["ounces"]
 11527    | ["", "ounces"]
 11529    | ["", "bags", "cans", "ounces", "servings", "slices"]
 11531    | ["cans", "ounces"]
 11533    | ["ounces"]
 1154     | ["ounces"]
 11547    | ["ounces"]
 11549    | ["", "cans", "jars", "links", "ounces", "servings"]
 11564    | ["", "ounces"]
 11568    | ["ounces"]
 11583    | ["bags", "ounces", "packages", "packets", "pouch", "servings", "slices"]
 1159     | ["", "ounces", "packages", "servings"]
 11590    | ["", "cans", "ounces", "servings"]
 11591    | ["bunches", "head", "leaves", "ounces", "servings", "sprigs"]
 11601    | ["", "ounces"]
 11603    | ["", "cans", "ounces", "packages", "sticks"]
 11611111 | ["", "ounces"]
 11615    | ["ounces"]
 11620420 | ["ounces"]
 11632    | ["", "cans", "ounces", "servings"]
 11641    | ["", "ounces", "servings"]
 11643    | ["", "ounces"]
 11655    | ["ounces"]
 11663    | ["ounces"]
 11667    | ["ounces"]
 11669    | ["ounces"]
 11670    | ["", "ounces", "servings"]
 11676    | ["ounces"]
 11677    | ["", "ounces", "servings", "stalks"]
 1168     | ["ounces", "servings"]
 11695    | [""]
 11696    | ["", "ounces"]
 11711111 | ["ounces"]
 1173     | ["", "ounces"]
 1174     | ["ounces", "packets", "servings"]
 11741    | ["bags", "ounces"]
 1179     | ["ounces", "servings"]
 1180     | ["ounces"]
 11819    | ["", "cans", "ounces", "servings"]
 11821    | ["", "ounces", "servings", "strips"]
 1186     | ["", "ounces"]
 1188     | ["", "jars", "ounces", "packages", "servings"]
 11885    | ["ounces"]
 11886    | ["", "ounces"]
 11887    | ["", "cans", "ounces", "servings"]
 1190     | [""]
 11901    | ["cans", "ounces"]
 11911111 | ["", "servings"]
 11913    | ["bags", "cans", "ounces", "packages"]
 11916    | ["", "containers", "halves", "jars", "ounces", "servings"]
 1192     | ["boxes", "ounces", "pouch", "servings"]
 11935    | ["ounces", "servings"]
 11940    | ["", "ounces"]
 11941    | ["", "ounces", "servings"]
 11943    | ["", "ounces"]
 11944    | ["ounces"]
 11945    | ["ounces"]
 11950    | ["ounces"]
 11951    | ["", "ounces", "servings"]
 11952    | ["", "head", "ounces"]
 11954    | ["", "cans", "ounces"]
 11955    | ["", "halves", "jars", "ounces", "servings"]
 11956    | ["", "ounces"]
 11957    | ["", "bunches", "head", "ounces", "servings", "stalks", "sticks"]
 11959    | ["", "bunches", "cans", "leaves", "ounces", "servings"]
 11960    | ["", "bags", "bunches", "ounces"]
 11962    | ["", "cans", "ounces"]
 11963    | [""]
 1197     | ["ounces"]
 11970    | ["", "ounces"]
 11972    | ["", "inches", "ounces", "stalks", "sticks"]
 11974    | ["", "ounces"]
 11976    | ["", "ounces", "servings"]
 11977    | ["", "ounces", "servings"]
 11979    | ["", "cans", "containers", "ounces", "ribs", "servings", "slices"]
 11980    | ["cans", "ounces"]
 11982    | [""]
 11987    | ["", "ounces"]
 11989    | ["", "ounces"]
 1199     | ["ounces"]
 11990    | ["ounces", "servings"]
 11995    | ["ounces"]
 1200     | ["", "containers", "ounces", "servings", "tub"]
 12006    | ["", "ounces", "servings"]
 12011111 | ["", "ounces", "servings"]
 12014    | ["", "cans", "ounces", "servings"]
 12020420 | ["ounces"]
 12023    | ["ounces", "servings"]
 12036    | ["ounces", "servings"]
 12061    | ["", "ounces", "servings", "slices"]
 12062    | ["", "ounces", "servings"]
 12071    | ["ounces"]
 12085    | ["ounces"]
 12087    | ["", "ounces", "servings"]
 12088    | ["ounces"]
 1209     | ["ounces"]
 12098    | ["", "ounces", "servings"]
 12104    | ["", "ounces", "packages", "servings"]
 12108    | ["ounces", "servings"]
 12109    | ["ounces", "servings"]
 12111111 | ["", "ounces"]
 12115    | ["", "cans", "ounces", "servings"]
 12117    | ["", "cans", "ounces"]
 12118    | ["", "cans", "ounces", "servings"]
 12119    | ["ounces"]
 12120    | ["", "ounces", "servings"]
 12131    | ["ounces", "servings"]
 12135    | ["ounces", "servings"]
 1214     | ["cans", "ounces"]
 12142    | ["", "halves", "ounces", "servings", "slices"]
 12147    | ["", "ounces", "servings"]
 12151    | ["", "ounces", "servings"]
 12152    | ["ounces"]
 12154    | ["ounces"]
 12155    | ["", "halves", "ounces", "servings"]
 12177    | ["ounces"]
 12179    | ["bags", "ounces", "servings"]
 12195    | ["ounces", "servings"]
 12211111 | ["drops", "ounces"]
 12220    | ["ounces", "servings"]
 1223     | ["ounces", "scoops"]
 1226     | ["", "ounces", "servings"]
 1228     | ["ounces", "servings"]
 1230     | ["", "ounces", "servings"]
 12311111 | ["drops", "ounces"]
 12320420 | ["ounces"]
 12411111 | ["ounces"]
 1251     | ["ounces", "servings"]
 12511111 | ["ounces"]
 1253     | ["ounces", "servings", "slices"]
 1256     | ["", "containers", "ounces", "scoops", "servings"]
 12611111 | ["", "bags", "servings"]
 12698    | ["ounces", "servings"]
 13023    | ["ounces"]
 13111111 | ["ounces"]
 13147    | ["", "ounces"]
 13227    | ["", "ounces"]
 13311111 | [""]
 13321    | ["ounces", "servings"]
 13323    | ["ounces"]
 13325    | ["ounces"]
 13335    | ["ounces"]
 13346    | ["ounces", "servings", "slices"]
 13411    | ["ounces"]
 13411111 | ["ounces"]
 13511111 | [""]
 13711111 | [""]
 13786    | ["", "ounces"]
 13811111 | ["", "ounces"]
 13833    | ["", "ounces", "ribs"]
 13911111 | ["ounces"]
 13913    | ["", "ounces"]
 13926    | ["", "ounces", "strips"]
 13943    | ["ounces"]
 13958    | ["ounces"]
 14003    | ["ounces"]
 14006    | ["", "bottle", "cans", "ounces", "servings"]
 14011111 | ["ounces"]
 14034    | ["ounces"]
 14037    | ["", "ounces", "servings"]
 14051    | ["", "ounces", "servings"]
 14052    | ["", "ounces", "servings"]
 14057    | ["ounces"]
 14084    | ["", "bottle", "glasses", "ounces", "servings"]
 14096    | ["", "bottle", "glasses", "ounces"]
 14097    | ["bottle", "ounces"]
 14099    | ["ounces"]
 14102    | ["bottle", "ounces"]
 14106    | ["", "bottle", "glasses", "ounces", "servings"]
 14113    | ["ounces"]
 14121    | ["", "bottle", "cans", "leaves", "ounces", "servings"]
 14130    | ["", "ounces", "servings"]
 14132    | ["ounces", "servings"]
 14134    | ["ounces"]
 14136    | ["ounces", "servings"]
 14140    | ["ounces"]
 14144    | ["cans", "ounces", "servings", "slices"]
 14146    | ["", "ounces"]
 14157    | ["cans", "inches", "ounces", "servings"]
 14160    | ["bottle", "ounces"]
 14181    | ["ounces", "servings"]
 14187    | ["ounces"]
 14197    | ["ounces", "servings"]
 14201    | ["ounces"]
 14209    | ["", "ounces", "servings"]
 14210    | ["", "ounces", "servings"]
 14214    | ["ounces", "packets"]
 14242    | ["ounces"]
 14287    | ["ounces"]
 14292    | ["ounces"]
 14303    | ["ounces"]
 14311    | ["ounces"]
 14317    | ["ounces"]
 14355    | ["", "bags", "leaves", "ounces", "pouch", "servings"]
 14400    | ["ounces", "servings"]
 14412    | ["", "bunches", "cans", "inches", "ounces", "servings"]
 14430    | ["ounces"]
 14475    | ["ounces"]
 14534    | ["", "ounces", "servings"]
 14551    | ["ounces"]
 14557    | ["ounces"]
 14602    | ["ounces"]
 14623    | [""]
 15001    | ["", "ounces", "servings"]
 15002    | ["cans", "ounces"]
 15010    | ["", "ounces"]
 15012    | ["ounces"]
 15015    | ["ounces", "packages"]
 15018    | ["ounces"]
 15023    | ["", "ounces"]
 15028    | ["ounces"]
 15031    | ["", "ounces"]
 15033    | ["ounces"]
 15036    | ["", "ounces"]
 15048    | ["ounces"]
 15050    | ["ounces"]
 15054    | ["ounces"]
 15055    | [""]
 15070    | ["sticks"]
 15072    | ["ounces"]
 15073    | ["ounces"]
 15076    | ["", "ounces", "packages", "servings"]
 15077    | ["ounces", "servings", "slices"]
 15088    | ["", "cans", "ounces"]
 15090    | ["ounces"]
 15101    | ["", "ounces"]
 15110    | ["", "ounces"]
 15114    | ["", "ounces"]
 15115    | ["servings"]
 15117    | ["", "ounces"]
 15119    | ["", "cans", "ounces"]
 15121    | ["cans", "ounces"]
 15129    | ["ounces"]
 15136    | ["", "ounces", "servings"]
 15141    | ["cans", "ounces"]
 15143    | [""]
 15147    | ["", "ounces", "servings"]
 15152    | ["", "ounces", "packages", "servings"]
 15157    | ["", "ounces"]
 15164    | ["", "ounces"]
 15166    | ["", "ounces"]
 15167    | ["", "cans", "ounces"]
 15172    | ["", "ounces"]
 15175    | ["", "ounces"]
 15184    | ["ounces"]
 15214    | ["ounces"]
 15243    | ["bags", "ounces"]
 15260    | ["ounces"]
 15261    | ["", "ounces"]
 16002    | ["ounces"]
 16009    | ["", "cans", "ounces"]
 16015    | ["cans", "ounces", "servings"]
 16018    | ["cans", "ounces"]
 16020    | ["ounces"]
 16024    | ["ounces"]
 16025    | ["cans", "ounces"]
 16026    | ["cans", "ounces"]
 16028    | ["ounces"]
 16032    | ["ounces"]
 16033    | ["", "bags", "cans", "ounces", "servings"]
 16034    | ["cans", "ounces"]
 16037    | ["ounces"]
 16038    | ["ounces"]
 16039    | ["ounces"]
 16042    | ["ounces"]
 16043    | ["cans", "ounces"]
 16044    | ["cans", "ounces"]
 16051    | ["cans", "ounces"]
 16052    | ["ounces"]
 16053    | ["ounces"]
 16055    | ["ounces"]
 16056    | ["cans", "ounces"]
 16057    | ["", "cans", "ounces", "servings"]
 16058    | ["cans", "ounces"]
 16063    | ["", "cans", "ounces", "servings"]
 16069    | ["", "ounces", "servings"]
 16070    | ["ounces"]
 16071    | ["ounces"]
 16072    | ["", "ounces"]
 16073    | ["ounces"]
 16080    | ["", "ounces", "servings"]
 16081    | ["ounces"]
 16082    | ["", "ounces"]
 16085    | ["ounces"]
 16090    | ["ounces"]
 16091    | ["", "ounces", "servings"]
 16092    | ["ounces", "servings"]
 16098    | ["", "ounces", "servings"]
 16099    | ["ounces"]
 16100    | ["ounces"]
 16102    | ["ounces"]
 16112    | ["ounces"]
 16114    | ["ounces", "servings"]
 16115    | ["ounces"]
 16117    | ["", "bags", "servings"]
 16123    | ["ounces"]
 16124    | ["ounces", "servings"]
 16130    | ["ounces"]
 16147    | ["bunches", "servings"]
 16150    | ["ounces"]
 16157    | ["ounces", "servings"]
 16158    | ["", "containers", "ounces", "servings"]
 16161    | ["", "ounces", "packages"]
 16162    | ["", "boxes", "ounces", "packages", "squares"]
 16202    | ["cans", "ounces", "servings"]
 16235    | ["", "ounces", "servings"]
 16252    | ["ounces"]
 16390    | ["ounces"]
 16409    | ["ounces"]
 16424    | ["", "ounces", "servings"]
 16542    | ["ounces"]
 17009    | ["", "ounces"]
 17013    | ["", "ounces"]
 17023    | ["", "ounces"]
 17032    | [""]
 17047    | ["", "ounces"]
 17059    | ["ounces"]
 17094    | ["ounces"]
 17104    | ["ounces"]
 17142    | ["", "ounces"]
 17156    | ["ounces"]
 17158    | ["ounces"]
 17164    | ["ounces"]
 17166    | ["ounces"]
 17180    | ["", "ounces"]
 17224    | ["ounces"]
 17239    | [""]
 17276    | ["", "ounces"]
 17305    | [""]
 17330    | ["ounces", "servings"]
 17338    | ["ounces"]
 17343    | ["ounces"]
 17345    | ["ounces"]
 17346    | ["ounces"]
 17353    | ["ounces"]
 18009    | ["", "cans", "containers", "ounces", "packages", "servings", "tube"]
 18010    | ["", "bags", "ounces", "servings", "sheets"]
 18019    | ["loaf", "slices"]
 18022    | ["boxes", "ounces", "packages"]
 18023    | ["", "ounces", "servings"]
 18029    | ["", "inches", "loaf", "ounces", "servings", "slices", "sticks"]
 18033    | ["", "inches", "loaf", "ounces", "servings", "slices"]
 18042    | ["", "6-inch", "8-inch", "servings"]
 18044    | ["", "ounces", "slices"]
 18047    | ["", "loaf", "ounces", "servings", "slices"]
 18060    | ["", "ounces", "servings", "slices"]
 18064    | ["", "bags", "cans", "chunks", "cubes", "inches", "loaf", "ounces", "servings", "sheets", "slices", "squares"]
 18069    | ["", "loaf", "ounces", "slices"]
 18070    | ["", "ounces", "servings", "sheets", "slices"]
 18075    | ["", "8-inch", "leaves", "loaf", "ounces", "servings", "slices"]
 18079    | ["", "ounces", "servings"]
 18081    | ["bags", "ounces"]
 18082    | ["", "boxes", "ounces", "servings"]
 18087    | ["", "boxes", "ounces", "packages"]
 18088    | ["", "boxes", "ounces"]
 18099    | ["ounces"]
 18114    | ["boxes", "ounces", "packages"]
 18133    | ["", "boxes", "inches", "loaf", "ounces", "servings", "slices"]
 18137    | ["", "boxes", "ounces", "packages", "servings"]
 18139    | ["", "ounces", "packages"]
 18144    | ["", "boxes", "ounces", "packages"]
 18157    | ["", "ounces"]
 18166    | ["", "ounces", "packages", "servings"]
 18172    | ["", "ounces", "servings"]
 18173    | ["", "ounces"]
 18192    | ["", "ounces", "packages", "servings", "squares"]
 18205    | ["ounces", "packages", "tube"]
 18210    | ["", "ounces", "servings"]
 18217    | ["ounces"]
 18228    | ["", "ounces"]
 18239    | ["", "ounces", "servings", "slices", "squares"]
 18242    | ["links", "ounces", "servings"]
 18271    | ["", "servings"]
 18272    | [""]
 18292    | ["", "ounces"]
 18334    | ["", "12-inch", "9-inch", "boxes", "inches", "ounces", "packages", "servings", "sheets"]
 18337    | ["", "boxes", "inches", "ounces", "packages", "servings", "sheets", "squares"]
 18338    | ["", "ounces", "packages", "servings", "sheets"]
 18347    | ["", "ounces"]
 18349    | ["", "servings"]
 18350    | ["", "inches", "ounces", "servings"]
 18351    | ["", "servings"]
 18353    | ["", "inches", "servings"]
 18360    | ["", "packages", "servings"]
 18363    | ["", "2-inch", "6-inch", "8-inch", "servings", "strips"]
 18364    | ["", "10-inch", "6-inch", "8-inch", "bunches", "ounces", "packages", "servings"]
 18368    | ["", "ounces", "packages"]
 18371    | ["", "ounces", "servings"]
 18372    | ["", "ounces", "servings"]
 18373    | ["ounces"]
 18374    | ["ounces"]
 18375    | ["", "envelopes", "inches", "ounces", "packages", "packets"]
 18376    | ["ounces", "servings"]
 18408    | ["", "servings"]
 18413    | ["", "4-inch", "6-inch", "ounces", "servings"]
 18423    | ["", "boxes", "ounces", "packages"]
 18439    | ["", "ounces"]
 18608    | ["ounces"]
 18609    | ["", "boxes", "ounces", "servings"]
 18617    | ["", "boxes", "ounces", "packages", "servings", "sheets", "slices", "squares"]
 18621    | ["", "boxes", "ounces", "servings"]
 18632    | ["", "boxes", "inches", "ounces", "packages", "pouch", "servings"]
 18942    | ["", "10-inch", "9-inch", "inches", "ounces", "servings"]
 18945    | ["", "9-inch", "containers", "inches", "ounces", "servings"]
 18971    | ["slices"]
 19003    | ["", "bags", "ounces", "racks", "servings"]
 19033    | ["ounces"]
 19034    | ["", "cans", "ounces", "sticks"]
 19039    | ["ounces", "servings"]
 19047    | ["", "bags", "ounces", "servings", "squares"]
 19056    | ["", "bags", "ounces", "servings", "strips"]
 19065    | ["ounces", "servings"]
 19069    | ["", "ounces"]
 19070    | ["ounces", "packages"]
 19071    | ["ounces"]
 19074    | ["", "bags", "containers", "ounces", "packages", "servings", "squares"]
 19078    | ["ounces", "servings", "squares"]
 19081    | ["", "bags", "boxes", "ounces", "packages", "servings", "squares"]
 19085    | ["ounces"]
 19087    | ["ounces", "packages", "servings"]
 19088    | ["ounces", "scoops"]
 19091    | [""]
 19095    | ["", "containers", "ounces", "racks", "scoops", "servings"]
 19097    | ["ounces"]
 19100    | ["", "ounces", "servings"]
 19106    | ["", "drops", "ounces", "servings"]
 19108    | ["", "ounces", "servings"]
 19109    | ["", "ounces"]
 19113    | ["ounces", "servings"]
 19114    | ["ounces"]
 19116    | ["", "bags", "ounces", "packages", "servings"]
 19125    | ["ounces", "servings"]
 19127    | ["", "ounces", "packages", "servings"]
 19128    | ["leaf", "ounces", "servings"]
 19135    | ["", "ounces"]
 19137    | ["ounces", "servings"]
 19142    | [""]
 19150    | ["", "bags", "ounces", "packages"]
 19151    | ["ounces"]
 19152    | ["", "ounces", "servings"]
 19155    | ["", "ounces"]
 19156    | [""]
 19157    | ["", "bags", "ball", "ounces", "packages", "servings"]
 19160    | ["", "ounces", "packages"]
 19165    | ["", "ounces", "packets", "scoops", "servings"]
 19169    | ["ounces"]
 19170    | ["ounces", "servings"]
 19172    | ["boxes", "ounces", "packages"]
 19177    | ["", "envelopes", "ounces", "packages", "packets", "sheets", "strips"]
 19184    | ["", "boxes", "ounces", "packages"]
 19201    | ["", "boxes", "ounces", "packages"]
 19202    | ["", "boxes", "ounces"]
 19206    | ["", "boxes", "ounces", "packages", "servings"]
 19226    | ["cans", "containers", "ounces", "tub"]
 19227    | ["ounces"]
 19228    | ["containers", "ounces", "servings"]
 19230    | ["", "cans", "containers", "ounces", "tub"]
 19268    | ["", "ounces", "servings"]
 19270    | ["", "ounces", "scoops", "servings"]
 19271    | ["ounces"]
 19294    | ["ounces", "servings"]
 19296    | ["", "jars", "ounces", "packets", "servings", "strips"]
 19297    | ["", "cans", "ounces", "servings"]
 19303    | ["jars", "ounces", "servings"]
 19304    | ["cans", "ounces"]
 19310    | ["ounces"]
 19312    | ["", "cans", "jars", "ounces"]
 19314    | ["", "cans", "ounces"]
 19332    | ["", "boxes", "ounces", "packages", "servings"]
 19334    | ["", "ounces", "servings"]
 19335    | ["", "cans", "glasses", "jars", "ounces", "packages", "packets", "servings"]
 19336    | ["", "boxes", "ounces", "servings"]
 19340    | ["ounces"]
 19348    | ["ounces", "servings"]
 19349    | ["ounces"]
 19350    | ["ounces", "servings"]
 19364    | ["", "jars", "ounces", "servings"]
 19375    | ["servings"]
 19383    | ["bags", "ounces", "servings"]
 19400    | ["ounces"]
 19411    | ["", "ounces", "servings", "slices"]
 19433    | ["", "ounces", "servings"]
 19719    | ["ounces"]
 19816    | ["ounces"]
 19868    | ["ounces"]
 19903    | ["ounces", "servings", "squares"]
 19904    | ["ounces", "servings"]
 19908    | ["ounces", "servings"]
 19911    | ["", "boxes", "links", "ounces", "servings", "slices"]
 19912    | ["", "ounces", "servings"]
 20001    | ["ounces"]
 20002    | ["ounces"]
 20003    | ["", "ounces"]
 20004    | ["ounces", "packages"]
 20005    | ["", "ounces"]
 20008    | ["ounces"]
 2001     | ["", "ounces", "servings"]
 20011    | ["ounces"]
 20012    | ["ounces"]
 20019    | ["", "6-inch", "ounces"]
 2002     | ["", "ounces", "servings"]
 20024    | ["ounces"]
 20027    | ["", "ounces", "servings"]
 20028    | ["boxes", "ounces", "servings"]
 20029    | ["ounces", "servings"]
 2003     | ["bunches", "ounces", "servings"]
 20030    | ["cans", "ounces"]
 20031    | ["ounces"]
 20033    | ["ounces", "servings"]
 20035    | ["", "ounces", "servings"]
 20036    | ["ounces"]
 20037    | ["ounces"]
 2004     | ["", "cubes", "head", "leaf", "leaves", "ounces", "sprigs"]
 20040    | ["", "containers", "ounces", "servings", "slices"]
 20041    | ["ounces", "packages", "servings"]
 20048    | ["ounces"]
 2005     | ["ounces", "servings"]
 2006     | ["", "ounces"]
 20061    | ["", "ounces", "servings"]
 20064    | ["ounces"]
 20066    | ["ounces", "servings"]
 20067    | ["ounces"]
 20068    | ["ounces"]
 2007     | ["ounces", "servings"]
 20076    | ["ounces"]
 20077    | ["ounces", "servings"]
 20078    | ["ounces", "servings"]
 2008     | ["ounces", "sprigs"]
 20080    | ["", "ounces"]
 20081    | ["", "cans", "ounces", "servings"]
 20088    | ["ounces"]
 20089    | ["ounces"]
 2009     | ["", "ounces", "servings"]
 20090    | ["ounces"]
 20093    | ["sheets"]
 2010     | ["", "inches", "ounces", "servings", "sticks"]
 2011     | ["", "cloves", "ounces"]
 20113    | ["ounces"]
 20114    | ["", "ounces"]
 20115    | ["ounces"]
 2012     | ["", "bunches", "leaves", "ounces", "servings"]
 20124    | ["ounces", "servings"]
 20125    | ["ounces", "servings"]
 20129    | ["ounces"]
 2013     | ["", "ounces"]
 20130    | ["ounces"]
 20132    | ["ounces", "servings"]
 20133    | ["ounces", "packages"]
 20134    | ["ounces"]
 20137    | ["ounces"]
 20138    | ["ounces"]
 20139    | ["ounces"]
 2014     | ["ounces"]
 20140    | ["ounces"]
 20142    | ["ounces"]
 2015     | ["", "ounces", "servings"]
 2016     | ["ounces"]
 2017     | ["ounces"]
 2018     | ["", "ounces"]
 2019     | ["", "ounces"]
 2020     | ["cloves", "ounces"]
 2021     | ["", "ounces"]
 2022     | ["", "ounces"]
 2023     | ["", "leaves", "ounces", "sprigs"]
 2024     | ["ounces"]
 2025     | ["", "ounces", "servings"]
 2026     | ["", "ounces", "servings"]
 2027     | ["", "leaves", "ounces", "servings", "sprigs"]
 2028     | ["", "ounces", "servings"]
 2029     | ["ounces", "servings"]
 2031     | ["", "ounces", "servings"]
 20317    | ["ounces"]
 2032     | ["ounces", "servings"]
 2033     | ["ounces", "servings"]
 2034     | ["ounces"]
 2035     | ["", "boxes", "leaves", "ounces", "servings"]
 2036     | ["", "bunches", "inches", "leaves", "ounces", "packages", "servings", "sprigs"]
 2037     | ["", "ounces"]
 2038     | ["", "bunches", "leaves", "ounces", "servings", "sprigs"]
 20400    | ["ounces"]
 20409    | ["", "ounces", "servings"]
 2041     | ["", "bunches", "ounces", "servings", "sprigs"]
 20410    | ["ounces", "servings"]
 2042     | ["ounces", "servings", "sprigs"]
 20420    | ["", "boxes", "ounces", "packages", "servings"]
 20421    | ["", "ounces", "servings"]
 2043     | ["", "inches", "ounces", "servings"]
 2044     | ["", "bunches", "cubes", "leaf", "leaves", "ounces", "packages", "servings", "sprigs"]
 20444    | ["", "ounces", "packages", "servings"]
 2045     | ["", "bunches", "ounces", "servings", "sprigs"]
 2046     | ["drops", "ounces", "servings"]
 2047     | ["", "glasses", "inches", "ounces", "servings", "slices"]
 2048     | ["", "ounces"]
 2049     | ["", "bunches", "leaves", "ounces", "servings", "sprigs", "stalks"]
 20499    | ["", "ounces"]
 2050     | ["", "drops", "ounces", "scoops", "servings"]
 2053     | ["", "ounces", "servings"]
 2054     | ["bottle", "ounces", "servings"]
 2055     | ["ounces", "servings"]
 20581    | ["ounces"]
 2063     | ["leaves", "ounces", "servings", "sprigs"]
 2064     | ["", "bags", "bunches", "leaf", "leaves", "ounces", "packages", "servings", "slices", "sprigs"]
 20647    | ["ounces"]
 20648    | ["ounces"]
 2066     | ["ounces"]
 2068     | ["", "ounces", "servings"]
 2069     | ["ounces", "servings"]
 2073     | ["", "envelopes", "ounces", "packages", "packets"]
 21052    | ["", "bags", "boxes", "bunches", "head", "leaves", "ounces", "packages", "ribs", "servings"]
 21118    | ["", "ounces", "packages"]
 22120    | ["ounces", "servings"]
 22900    | ["ounces"]
 22971    | ["ounces"]
 23032    | ["ounces"]
 23059    | ["ounces"]
 23078    | ["ounces"]
 23079    | ["ounces"]
 23145    | ["", "ounces"]
 23167    | ["", "ounces", "servings"]
 23232    | ["", "cubes", "inches", "ounces", "servings"]
 23236    | ["bunches", "ounces", "ribs", "slabs"]
 23507    | ["", "ounces"]
 23557    | ["ounces"]
 23562    | ["ounces"]
 23567    | ["ounces"]
 23572    | ["", "cans", "jars", "links", "ounces", "packages", "servings"]
 23584    | ["", "ounces", "servings"]
 23585    | ["ounces"]
 23612    | ["ounces", "servings"]
 23617    | ["", "inches", "ounces", "servings"]
 23625    | ["", "ounces"]
 23636    | ["", "ounces"]
 23653    | ["ounces"]
 23657    | ["", "ounces"]
 25002    | ["ounces"]
 25037    | ["ounces", "servings"]
 27027    | ["ounces", "servings"]
 27028    | ["", "jars", "ounces", "servings"]
 27048    | ["ounces"]
 27049    | ["ounces", "servings"]
 28015    | ["", "servings"]
 28027    | ["", "bags", "inches", "ounces", "packages", "pouch", "servings", "tube"]
 28111    | ["", "9-inch", "ounces"]
 31015    | ["", "cans", "ounces", "servings"]
 32004    | ["ounces", "servings"]
 35043    | ["ounces"]
 35136    | ["ounces"]
 35137    | ["ounces", "servings", "sheets"]
 35177    | ["ounces"]
 35203    | ["", "glasses", "ounces", "servings"]
 35205    | ["ounces"]
 4002     | ["", "ounces"]
 4011     | ["ounces"]
 4014     | ["ounces", "packages"]
 4016     | ["ounces", "servings"]
 4017     | ["ounces", "servings"]
 4025     | ["", "jars", "ounces", "servings"]
 4037     | ["ounces", "servings"]
 4042     | ["", "bottle", "inches", "ounces", "servings"]
 4047     | ["", "ounces", "servings"]
 4053     | ["", "ball", "cans", "cloves", "ounces", "servings", "slices"]
 4055     | ["", "ounces", "servings"]
 4058     | ["", "drops", "ounces", "servings"]
 4073     | ["ounces", "servings", "sticks"]
 4114     | ["ounces", "servings"]
 4135     | ["", "leaves", "links", "ounces", "servings"]
 42063    | ["bottle", "pouch"]
 42130    | ["", "packages", "slices", "strips"]
 42135    | ["", "cans", "containers", "envelopes", "ounces", "packets", "servings", "tub"]
 42184    | ["ounces"]
 42193    | ["ounces", "servings"]
 42289    | ["ounces", "servings"]
 42304    | ["ounces", "slices"]
 43015    | ["", "bottle", "ounces", "servings"]
 43016    | ["ounces", "servings"]
 43020    | ["ounces", "servings"]
 43028    | ["ounces"]
 43112    | ["cans", "ounces"]
 43143    | ["cans"]
 43155    | ["ounces", "servings"]
 43261    | ["drops", "ounces"]
 43274    | ["ounces", "packages", "tub"]
 43382    | ["ounces"]
 43392    | ["", "ounces"]
 43408    | ["ounces"]
 43479    | ["ounces"]
 43589    | ["ounces", "slices"]
 44158    | ["cans", "ounces"]
 4511     | ["ounces", "servings"]
 4513     | ["", "inches", "ounces", "servings"]
 4517     | ["ounces", "servings"]
 4528     | ["ounces", "servings"]
 4529     | ["ounces"]
 4532     | ["ounces"]
 4542     | ["ounces"]
 4574     | ["", "ounces", "servings"]
 4575     | ["ounces"]
 4576     | ["ounces"]
 4581     | ["ounces", "servings"]
 4582     | ["", "inches", "ounces", "servings", "sticks"]
 4583     | ["ounces"]
 4584     | ["ounces", "servings"]
 4602     | ["ounces"]
 4609     | ["", "loaf", "ounces", "servings", "slices"]
 4615     | ["", "ounces", "servings", "squares", "sticks"]
 4628     | ["ounces"]
 4639     | ["", "bottle", "ounces", "packets", "servings"]
 4641     | ["ounces"]
 4673     | ["ounces", "servings"]
 4679     | ["servings"]
 4703     | ["ounces", "servings"]
 48052    | ["ounces"]
 5006     | ["", "ounces"]
 5011     | ["", "ounces"]
 5025     | ["ounces"]
 5027     | ["", "ounces"]
 5057     | ["ounces"]
 5062     | ["", "ounces", "servings", "slices", "strips"]
 5064     | ["", "ounces", "slices"]
 5066     | ["", "ounces"]
 5071     | [""]
 5075     | ["", "ounces"]
 5080     | [""]
 5091     | ["", "ounces", "servings"]
 5096     | ["", "ounces", "servings"]
